"","gameId","blueWins","blueFirstBlood","blueKills","blueDeaths","blueAssists","blueDragons","blueHeralds","blueTowersDestroyed","blueTotalGold","blueAvgLevel","redAssists","redDragons","redHeralds","redTowersDestroyed","redTotalGold","redAvgLevel"
"95",4525072812,"0","0",7,7,10,"1","0",0,16972,7.2,7,"0","0",0,18003,7.4
"96",4524217548,"0","0",5,10,6,"0","0",0,16249,7,15,"1","0",0,18045,7
"97",4499622849,"1","1",5,4,9,"0","0",0,16415,6.8,5,"1","0",0,14789,7
"98",4499844894,"1","0",6,8,10,"0","1",0,18012,7.2,11,"1","0",0,17180,7
"99",4460534353,"1","0",11,6,11,"1","1",0,19294,7.4,9,"0","0",0,16544,7
"100",4495269641,"0","0",5,8,4,"0","1",0,15383,6.8,11,"0","0",0,16907,7
"101",4524995677,"0","1",6,8,2,"1","0",0,15777,6.6,9,"0","0",0,17147,7
"102",4464596479,"0","0",4,6,4,"0","0",0,14805,6.6,7,"1","0",0,16311,7
"103",4452452649,"0","0",6,7,2,"0","0",0,15244,6.6,5,"1","1",0,16345,7
"104",4420481816,"0","0",8,3,7,"0","1",0,17574,7.2,2,"1","0",0,14800,6.6
"105",4412895789,"0","0",8,11,9,"0","0",0,16655,7,13,"1","1",0,18461,7
"106",4525114135,"0","0",6,4,8,"1","0",0,16855,7,4,"0","1",0,15590,6.8
"107",4496624699,"1","0",6,14,4,"0","0",0,15786,6.6,9,"1","0",0,20229,7.6
"108",4522663961,"0","0",3,5,1,"0","0",0,15143,7.2,7,"1","0",0,16070,7
"109",4522251387,"1","1",9,5,9,"0","0",0,17309,7,3,"1","1",0,15884,6.8
"110",4472377536,"1","0",6,4,6,"1","0",0,16416,7.4,2,"0","0",0,15239,7
"111",4466226469,"1","1",2,7,2,"1","0",0,15222,7,14,"0","1",0,16808,6.8
"112",4473936532,"0","0",5,10,3,"1","1",0,15526,6.8,6,"0","0",0,18422,7.4
"113",4524445302,"1","0",12,9,10,"0","0",0,17597,6.4,9,"0","0",0,16692,6.2
"114",4459740551,"0","1",9,17,17,"0","0",0,16834,6.2,21,"0","0",0,20721,7
"115",4463542711,"1","1",12,6,12,"1","0",0,19058,7.2,7,"0","0",0,15645,6.6
"116",4508629003,"0","1",7,9,5,"1","1",0,16806,7,7,"0","0",0,17062,7.4
"117",4475094281,"1","1",7,10,7,"0","0",0,16643,6.8,11,"0","0",0,18463,7.2
"118",4513430767,"1","1",6,4,12,"1","0",0,16189,6.8,4,"0","0",0,15564,7
"119",4508634893,"0","0",2,6,1,"0","0",0,14095,6.8,4,"1","0",0,17723,7
"120",4522792360,"0","1",5,5,7,"0","1",0,16804,6.8,6,"1","0",0,16035,6.4
"121",4507927084,"0","0",8,8,8,"1","0",0,17305,7,6,"0","1",0,17881,7
"122",4522505411,"0","0",3,9,2,"0","0",0,14539,6.4,8,"1","0",0,18439,7.6
"123",4454104215,"1","0",9,8,10,"1","0",0,17530,7,8,"0","1",0,17537,7.2
"124",4516166112,"1","1",10,7,10,"0","0",0,18431,7.2,5,"1","0",0,16748,7
"125",4454239214,"0","0",3,10,2,"0","0",0,14032,6.8,11,"1","0",0,18814,7.4
"126",4517801069,"1","1",9,7,11,"1","0",0,17869,7,9,"0","0",0,17233,6.8
"127",4518738712,"1","0",7,14,6,"1","0",0,15974,6.2,12,"0","0",0,19395,7.2
"128",4497571086,"1","0",5,3,6,"1","0",0,16108,7.2,5,"0","0",0,15132,6.8
"129",4477243448,"0","0",6,7,6,"0","0",0,16302,6.8,7,"0","1",0,16513,7.2
"130",4386507847,"1","0",7,5,6,"0","0",0,16750,6.8,5,"0","0",0,15529,6.8
"131",4474136526,"1","0",7,1,8,"0","0",0,16506,7.2,0,"1","0",0,14469,6.6
"132",4523618632,"1","1",6,3,11,"1","0",0,16389,7,3,"0","0",0,15572,6.8
"133",4507859079,"1","1",4,4,4,"0","0",0,15760,7,1,"1","0",0,15897,7
"134",4524740998,"1","1",4,7,4,"1","0",0,15176,6.4,12,"0","0",0,16715,7.2
"135",4512162103,"0","0",5,7,4,"0","0",0,15196,6.4,10,"1","0",0,16903,7
"136",4465066223,"1","0",6,9,2,"1","0",0,16250,7,13,"0","0",0,16806,6.8
"137",4523411488,"1","1",9,7,15,"1","0",0,16541,6.6,8,"0","1",0,16687,6.8
"138",4524017392,"1","1",12,4,9,"0","1",0,18657,7.2,1,"1","0",0,14574,6.6
"139",4513054107,"1","0",5,5,6,"0","0",0,16873,7.2,7,"1","0",0,15484,6.8
"140",4478629184,"0","0",3,4,3,"1","0",0,14383,6.4,5,"0","1",0,15273,6.4
"141",4395598976,"0","1",4,9,5,"0","0",0,14420,6.4,15,"0","0",0,16939,6.4
"142",4524952056,"0","0",4,15,4,"0","0",0,14720,6.2,14,"0","0",0,19160,7.4
"143",4453994009,"1","1",7,6,7,"0","0",0,17406,7.2,4,"1","1",0,16266,7.2
"144",4462358723,"0","1",5,7,2,"0","0",0,15210,6.4,3,"0","0",0,16866,6.8
"145",4512811324,"1","0",10,5,16,"0","0",0,17272,6.4,6,"1","1",0,15101,6.6
"146",4438263187,"1","1",12,4,15,"0","0",0,19358,7.2,3,"0","0",0,15517,6.8
"147",4483907436,"1","0",4,11,5,"0","1",1,16855,6.6,15,"1","0",0,17740,7.2
"148",4521937261,"0","0",3,8,4,"1","1",0,15209,6.6,9,"0","0",0,17961,7.2
"149",4515587675,"1","1",13,9,22,"0","0",0,19542,7,11,"0","0",0,17461,7
"150",4517493567,"0","1",4,3,4,"0","0",0,15267,6.6,3,"0","0",0,14814,6.8
"151",4469549199,"0","1",3,1,3,"1","0",0,15243,6.6,1,"0","1",0,14413,6.8
"152",4500100836,"0","0",8,8,3,"0","0",0,16214,6.8,6,"0","0",0,16120,7
"153",4451727242,"0","0",8,6,12,"1","1",0,15976,7,6,"0","0",0,16698,6.6
"154",4462194525,"0","0",6,7,10,"0","1",0,16557,6.8,11,"1","0",0,18048,7
"155",4481415061,"0","0",6,14,3,"0","0",0,16142,6.8,16,"1","1",0,19251,7
"156",4519169394,"0","1",7,11,9,"0","0",0,17984,7.2,11,"1","0",0,17447,7.2
"157",4449504375,"1","0",13,5,10,"1","1",0,20038,7.8,6,"0","0",0,15959,6.6
"158",4468503240,"1","0",10,5,13,"0","0",1,19571,7.2,6,"0","0",0,15565,6.6
"159",4495708706,"0","1",3,10,4,"0","0",0,14557,6.4,10,"1","1",0,18139,7.6
"160",4505357300,"1","0",6,6,5,"0","0",0,16029,7,5,"1","0",0,16384,7
"161",4523723534,"1","1",7,6,8,"0","0",1,18053,6.6,6,"0","0",0,14589,6.4
"162",4479157446,"1","1",9,5,9,"1","0",0,18098,7,3,"0","1",0,15881,6.6
"163",4518376722,"1","1",8,3,9,"1","1",0,18343,7.2,2,"0","0",0,15294,7
"164",4521259209,"1","0",5,6,4,"1","0",0,15596,7,7,"0","0",0,15901,7
"165",4471123041,"0","0",4,2,6,"1","0",0,15812,7,1,"0","1",0,14487,7
"166",4524913184,"1","1",6,6,10,"0","0",0,15947,6.4,9,"1","0",0,16000,6.4
"167",4514301047,"0","0",5,9,5,"0","0",0,14997,6.6,7,"1","0",0,17862,6.8
"168",4512184541,"0","1",7,7,5,"0","0",0,16463,6.8,8,"1","0",0,16556,7
"169",4517823800,"0","1",6,7,7,"0","0",0,16072,6.6,10,"1","0",0,16492,7.2
"170",4518835789,"1","1",7,3,6,"1","0",0,19140,7.4,3,"0","1",0,14132,6.8
"171",4510355472,"0","1",4,6,1,"0","0",0,14547,6.4,5,"1","1",0,16621,6.8
"172",4512067346,"1","0",5,4,7,"0","1",0,15644,6.8,7,"0","0",0,15647,6.6
"173",4514106633,"0","1",5,5,5,"0","0",0,15734,7,7,"1","1",0,16571,7
"174",4522399054,"1","1",5,5,6,"1","0",0,16794,6.8,6,"0","1",0,16284,7.2
"175",4519443312,"0","0",6,11,8,"1","0",0,15930,6.8,12,"0","0",0,19479,7.4
"176",4523035934,"1","0",6,6,6,"0","0",0,16936,7.2,7,"1","0",0,16664,6.8
"177",4429486916,"1","1",9,5,9,"0","0",0,17941,7.2,5,"0","0",0,15754,7
"178",4482052361,"0","0",2,8,4,"0","0",0,13698,6.2,11,"0","1",1,18605,7
"179",4522798631,"1","1",5,4,3,"1","0",0,15943,7.4,5,"0","0",0,15880,7
"180",4477176627,"1","0",4,8,6,"0","1",0,15891,7,13,"1","0",0,18023,7
"181",4475170098,"0","0",5,6,5,"0","1",0,16216,7,8,"1","0",0,17192,7.6
"182",4432091797,"0","1",3,5,3,"0","0",0,14754,6.6,6,"1","0",0,16096,7.2
"183",4495710198,"1","1",8,2,5,"1","0",0,16909,7.2,2,"0","0",0,14605,6.2
"184",4520931258,"1","0",10,2,11,"0","0",0,18858,7.2,1,"1","0",0,14639,6.6
"185",4424048842,"0","1",6,7,7,"0","0",0,15952,6.8,9,"0","0",0,18001,7.2
"186",4512915759,"0","0",1,5,2,"0","0",0,13286,6.2,4,"1","0",0,17465,7
"187",4476065129,"0","0",6,6,9,"0","0",0,16812,7.2,3,"1","0",0,16878,7
"188",4494781192,"1","0",9,7,13,"1","1",0,17906,6.8,4,"0","0",0,17396,6.8
"189",4525224702,"0","1",4,3,2,"0","1",0,16408,7.2,1,"1","0",0,13817,6.8
"190",4475925954,"0","1",4,12,5,"0","0",0,15056,6.4,20,"1","0",1,18828,7.4
"191",4516121686,"0","1",6,6,11,"1","0",0,17831,6.8,7,"0","0",0,16866,7
"192",4420667626,"0","0",1,5,1,"0","0",0,13738,6.6,7,"1","1",0,17206,7.4
"193",4489494110,"1","1",14,3,15,"0","0",0,20317,7.4,4,"0","0",0,14164,6.4
"194",4523340688,"0","0",0,5,0,"0","0",0,14091,6.4,8,"1","0",0,16307,7
"195",4496344135,"0","0",6,11,4,"1","0",0,16036,6.6,14,"0","0",0,18344,7.2
"196",4524697287,"1","1",6,6,5,"0","1",0,17052,6.6,3,"1","0",0,15135,7
"197",4523386766,"0","0",4,7,6,"0","0",0,16354,7,8,"1","0",0,18030,7.4
"198",4518474732,"1","1",10,5,8,"1","0",0,18297,7.2,7,"0","0",0,15588,6.8
"199",4486453937,"0","0",6,8,5,"0","0",0,15748,6.6,12,"1","0",0,17052,6.8
"200",4496397328,"1","1",8,5,10,"1","0",0,17886,7.4,5,"0","0",0,16062,7.2
"201",4520768462,"0","0",11,8,15,"0","0",0,17069,6.6,9,"1","1",0,16840,6.8
"202",4518654959,"1","0",4,4,4,"0","1",0,16631,7.2,1,"0","0",0,15124,7
"203",4519058321,"0","0",1,5,3,"1","0",0,14766,7,4,"0","0",0,16553,7
"204",4512960247,"0","0",8,7,3,"0","0",0,17113,7.2,4,"0","0",0,16298,6.8
"205",4445314635,"0","0",5,14,6,"1","0",0,15120,6.6,9,"0","0",0,19887,7.8
"206",4477030195,"0","0",4,6,6,"0","0",0,15339,6.6,10,"1","0",0,17200,7
"207",4497887298,"0","0",1,14,1,"1","0",0,13438,5.8,18,"0","0",1,21093,7
"208",4459403995,"1","0",4,9,3,"0","0",0,15582,6.8,11,"0","0",0,17640,7.2
"209",4489079383,"1","0",5,5,7,"1","0",0,15441,6.6,3,"0","0",0,16016,6.8
"210",4516695912,"0","1",4,2,2,"0","1",0,16002,7.2,1,"0","0",0,14237,6.8
"211",4490435808,"0","1",5,5,8,"0","1",0,16009,6.8,8,"1","0",0,15469,6.8
"212",4524895124,"1","0",12,9,15,"0","0",0,18106,6.6,11,"1","0",0,17244,6.8
"213",4519469738,"1","1",6,2,9,"1","0",0,16501,6.6,1,"0","0",0,13740,6.6
"214",4523527200,"0","0",3,8,3,"0","0",0,15505,6.8,5,"1","0",0,16754,7.2
"215",4453080532,"1","0",5,5,3,"0","0",0,16195,7,5,"1","0",0,16270,7
"216",4523303530,"1","1",14,5,12,"1","0",0,20294,6.8,6,"0","0",0,14489,5.8
"217",4495003373,"0","0",5,7,3,"0","1",0,15475,7,11,"1","0",0,16285,7
"218",4524303571,"0","1",5,4,6,"0","1",0,16243,7,2,"0","0",0,15209,6.8
"219",4490487724,"1","1",3,7,2,"0","0",0,15065,6.6,6,"0","1",0,17660,7.4
"220",4515381064,"1","0",1,2,3,"0","0",0,14359,6.8,1,"1","0",0,14693,6.6
"221",4512271556,"1","1",11,4,8,"1","1",1,19377,7.4,4,"0","0",0,15571,7
"222",4452824789,"0","0",2,7,2,"0","0",0,14135,6.8,7,"0","0",0,16846,7.2
"223",4481234929,"1","1",8,4,8,"0","0",0,17448,6.8,7,"0","0",0,14897,6.6
"224",4500668824,"0","1",6,3,9,"1","0",0,15958,6.6,3,"0","0",0,15892,6.8
"225",4521663948,"0","0",10,5,13,"1","0",0,18287,7.2,3,"0","0",0,16045,6.8
"226",4525067275,"0","0",2,5,2,"0","1",0,15534,7,8,"0","0",0,16427,7
"227",4496503390,"0","0",2,5,2,"0","0",0,14935,7,8,"1","0",0,16143,7
"228",4519912865,"1","0",12,4,11,"0","0",0,19331,7.2,5,"1","0",0,15328,6.8
"229",4447426572,"1","0",8,6,7,"1","0",0,17131,7.4,9,"0","0",0,16312,7
"230",4493407357,"1","1",9,3,10,"0","0",0,17983,7,1,"0","1",0,13974,6.6
"231",4459426947,"0","0",5,6,5,"1","0",0,16842,7,6,"0","0",0,17101,7.4
"232",4519988685,"0","1",9,6,13,"0","0",0,17569,6.8,7,"0","0",0,15841,7
"233",4519844846,"0","0",5,5,3,"0","1",0,15882,6.8,6,"1","0",0,15408,6.4
"234",4525070748,"0","1",9,3,8,"0","0",0,17049,6.8,5,"0","0",0,15186,6.8
"235",4465204267,"0","0",1,7,1,"0","0",0,13556,6.8,7,"1","0",0,17402,7.2
"236",4517684472,"0","0",1,3,1,"0","0",0,14692,7,5,"1","0",0,17065,7.2
"237",4517646191,"1","0",8,7,10,"1","0",0,17000,6.6,5,"0","0",0,16782,6.8
"238",4459901632,"1","1",6,4,7,"0","0",0,17200,7.2,5,"0","0",0,14992,6.6
"239",4495413031,"0","0",5,7,2,"1","0",0,15409,7.2,9,"0","0",0,16849,7.2
"240",4519612989,"0","0",10,12,13,"1","0",0,17283,6.4,7,"0","0",0,18128,6.8
"241",4406716520,"0","0",5,9,5,"0","0",0,15477,6.4,12,"1","0",0,18112,7
"242",4525184804,"1","0",6,1,8,"1","1",0,16763,7,1,"0","0",0,13946,6.4
"243",4524569254,"1","0",9,5,4,"1","1",0,18434,7.4,3,"0","0",0,15622,7.2
"244",4431143877,"0","0",1,6,2,"0","0",0,13731,6.6,10,"1","0",0,17595,7.2
"245",4446797537,"1","0",5,6,6,"1","0",0,17251,7.4,5,"0","0",0,16917,7
"246",4524403652,"1","1",7,6,5,"1","0",0,17051,7,8,"0","0",0,15142,6.4
"247",4524260824,"0","1",7,7,6,"0","0",0,16346,7,7,"0","0",0,16692,7.2
"248",4440119391,"1","1",14,4,14,"0","0",0,21095,7.6,5,"1","0",0,15293,6.2
"249",4518199999,"1","1",6,4,3,"1","0",0,16434,7,2,"0","0",0,15349,6.6
"250",4520967143,"0","1",4,11,2,"1","0",0,15834,6.8,7,"0","0",0,18217,7.4
"251",4498216490,"1","0",8,9,9,"0","1",0,16968,7,10,"0","0",0,16662,6.6
"252",4493677959,"0","1",5,7,7,"0","0",0,15949,6.8,8,"1","0",0,17517,7.2
"253",4523093613,"1","0",5,7,3,"1","0",0,16056,6.8,13,"0","1",0,17475,7
"254",4437257190,"1","1",10,6,8,"0","1",0,18392,6.8,5,"1","0",0,16129,6.4
"255",4521897707,"1","1",6,2,9,"0","0",0,16415,7.2,2,"1","0",0,15041,6.8
"256",4467164835,"1","0",14,4,21,"1","0",0,19948,7.4,4,"0","0",0,15647,6.6
"257",4521542696,"1","1",9,4,6,"0","0",0,18189,7,3,"0","0",0,14284,6.2
"258",4495464440,"1","0",3,8,4,"0","0",0,14398,6.6,9,"1","0",0,17317,7
"259",4452038425,"1","1",6,0,8,"1","0",0,17359,7.4,0,"0","0",0,14436,6.8
"260",4515821204,"0","0",4,7,3,"0","0",0,15817,6.8,9,"1","1",0,16876,7
"261",4502922066,"0","0",3,5,3,"0","1",0,15861,7,7,"1","0",0,16267,7
"262",4384241438,"1","0",7,3,7,"1","0",0,16355,7,2,"0","0",0,15212,7
"263",4466040137,"1","0",11,9,13,"0","0",0,18333,7,9,"1","0",0,17597,7.2
"264",4476661914,"0","1",2,11,3,"0","0",0,14562,6.8,12,"1","0",0,19378,7.4
"265",4458282675,"1","0",11,6,13,"1","1",0,19677,7.6,12,"0","0",0,15700,6.4
"266",4507871318,"1","0",11,7,14,"0","0",0,18793,7,8,"1","0",0,15767,6.4
"267",4431970864,"0","0",4,12,0,"1","0",0,14276,6.8,14,"0","0",0,18538,7.2
"268",4516600859,"0","1",4,1,4,"0","1",1,16808,6.8,0,"1","0",0,14332,6.8
"269",4499806829,"0","0",3,9,3,"0","0",0,15002,6.6,10,"1","1",0,18547,7.4
"270",4472532304,"0","0",4,9,5,"0","1",0,14354,6.4,13,"1","0",0,18678,7
"271",4444232401,"1","0",5,6,6,"1","0",0,15926,7.2,5,"0","0",0,16422,7.4
"272",4521519484,"0","0",3,5,5,"0","0",0,14742,6.6,6,"1","0",0,16362,7
"273",4515353277,"1","1",6,10,8,"0","0",0,16481,6.8,12,"1","0",0,17815,7.2
"274",4524248852,"0","1",9,8,5,"0","0",0,16307,7,10,"0","0",0,17103,6.8
"275",4521172111,"1","1",6,2,3,"1","0",0,16569,7.2,3,"0","0",0,15171,6.6
"276",4517776491,"1","1",5,3,5,"0","0",0,17322,7,4,"0","0",0,14317,6.4
"277",4519368335,"0","1",3,8,2,"0","0",0,14711,6.8,6,"0","0",0,17867,7.2
"278",4523639973,"1","0",3,5,3,"1","1",0,16009,7.2,7,"0","0",0,16482,6.8
"279",4522111616,"0","0",5,10,4,"0","0",0,15102,6.4,12,"0","1",0,18499,7
"280",4521188250,"0","0",6,9,5,"0","0",0,15499,6.8,12,"1","0",0,17436,7
"281",4493154896,"1","1",10,4,10,"0","0",0,18456,7.2,3,"0","0",0,14691,6.8
"282",4512775669,"0","1",5,2,5,"1","0",0,15767,7,3,"0","1",0,15383,7
"283",4505100164,"1","1",11,5,12,"1","0",0,18890,7.2,4,"0","0",0,16182,7.2
"284",4439464616,"0","1",4,8,3,"0","0",0,14901,7,7,"0","0",0,17328,7.2
"285",4515793486,"1","1",6,3,7,"1","0",0,16785,7.4,2,"0","0",0,14884,7
"286",4505809782,"1","0",10,5,15,"1","0",0,18786,7.2,8,"0","1",0,16306,6.8
"287",4502875704,"0","0",1,10,2,"0","1",0,14727,6.6,15,"1","0",0,18308,7
